Biosample ID	Sample name	Sex	Population name	Superpopulation code	Superpopulation name
SAME1839676	HG02061	male	Kinh Vietnamese	EAS	East Asian Ancestry
SAME1839993	HG02461	male	Gambian Mandinka	AFR	African Ancestry
SAME123104	HG02073	male	Kinh Vietnamese	EAS	East Asian Ancestry
SAME123591	HG01936	female	Peruvian	AMR	American Ancestry
SAME1839666	HG02315	female	African Caribbean	AFR	African Ancestry
SAME124151	HG01943	male	Peruvian	AMR	American Ancestry
SAME1839444	HG02322	female	African Caribbean	AFR	African Ancestry
SAME1839628	HG02143	male	African Caribbean	AFR	African Ancestry
SAME1839307	HG02334	male	African Caribbean	AFR	African Ancestry
SAME1839697	HG02148	female	Peruvian	AMR	American Ancestry
SAME1839288	HG02339	female	African Caribbean	AFR	African Ancestry
SAME1839407	HG02150	male	Peruvian	AMR	American Ancestry
SAME124278	HG02303	female	Peruvian	AMR	American Ancestry
SAME124795	HG02155	female	Dai Chinese	EAS	East Asian Ancestry
SAME1839529	HG02308	female	African Caribbean	AFR	African Ancestry
SAME1839994	HG02299	male	Peruvian	AMR	American Ancestry
SAME124279	HG02302	male	Peruvian	AMR	American Ancestry
SAME1840173	HG02283	male	African Caribbean	AFR	African Ancestry
SAME1839535	HG02307	male	African Caribbean	AFR	African Ancestry
SAME1839674	HG02314	male	African Caribbean	AFR	African Ancestry
SAME1840258	HG02372	male	Dai Chinese	EAS	East Asian Ancestry
SAME1840376	HG02275	female	Peruvian	AMR	American Ancestry
SAME1840228	HG02377	male	Dai Chinese	EAS	East Asian Ancestry
SAME1840177	HG02282	female	African Caribbean	AFR	African Ancestry
SAME1840011	HG02384	male	Dai Chinese	EAS	East Asian Ancestry
SAME123755	HG02287	female	Peruvian	AMR	American Ancestry
SAME1840276	HG02353	male	Dai Chinese	EAS	East Asian Ancestry
SAME1839724	HG02129	male	Kinh Vietnamese	EAS	East Asian Ancestry
SAME1839896	HG02131	male	Kinh Vietnamese	EAS	East Asian Ancestry
SAME1840391	HG02360	male	Dai Chinese	EAS	East Asian Ancestry
SAME1839865	HG02136	female	Kinh Vietnamese	EAS	East Asian Ancestry
SAME1839457	HG02409	male	Dai Chinese	EAS	East Asian Ancestry
SAME1839027	HG02428	male	African Caribbean	AFR	African Ancestry
SAME123715	HG02220	female	Iberian	EUR	European Ancestry
SAME1840085	HG02389	male	Dai Chinese	EAS	East Asian Ancestry
SAME1839576	HG02225	female	Iberian	EUR	European Ancestry
SAME1839784	HG02391	male	Dai Chinese	EAS	East Asian Ancestry
SAME1839374	HG02232	female	Iberian	EUR	European Ancestry
SAME125357	HG02396	male	Dai Chinese	EAS	East Asian Ancestry
SAME123519	HG02237	female	Iberian	EUR	European Ancestry
SAME1839270	HG02687	male	Punjabi	SAS	South Asian Ancestry
SAME124415	HG02179	female	Dai Chinese	EAS	East Asian Ancestry
SAME1839065	HG02694	female	Punjabi	SAS	South Asian Ancestry
SAME123206	HG02181	female	Dai Chinese	EAS	East Asian Ancestry
SAME1839129	HG02699	male	Punjabi	SAS	South Asian Ancestry
SAME125039	HG02186	female	Dai Chinese	EAS	East Asian Ancestry
SAME1840149	HG02702	male	Gambian Mandinka	AFR	African Ancestry
SAME123873	HG02105	female	Peruvian	AMR	American Ancestry
SAME1839682	HG02497	female	African Caribbean	AFR	African Ancestry
SAME1839332	HG02256	female	African Caribbean	AFR	African Ancestry
SAME1839351	HG02505	female	African Caribbean	AFR	African Ancestry
SAME1839461	HG02408	male	Dai Chinese	EAS	East Asian Ancestry
SAME1839146	HG02512	male	Kinh Vietnamese	EAS	East Asian Ancestry
SAME1839207	HG02410	male	Dai Chinese	EAS	East Asian Ancestry
SAME1839036	HG02427	female	African Caribbean	AFR	African Ancestry
SAME1839652	HG02574	female	Gambian Mandinka,Gambian	AFR	African Ancestry,Africa (SGDP)
SAME1840297	HG02439	male	African Caribbean	AFR	African Ancestry
SAME1839858	HG02484	male	African Caribbean	AFR	African Ancestry
SAME1839495	HG02675	male	Gambian Mandinka	AFR	African Ancestry
SAME1839546	HG02489	male	African Caribbean	AFR	African Ancestry
SAME1839300	HG02682	female	Punjabi	SAS	South Asian Ancestry
SAME1839617	HG02491	female	Punjabi	SAS	South Asian Ancestry
SAME1840172	HG02536	male	African Caribbean	AFR	African Ancestry
SAME1839688	HG02496	male	African Caribbean	AFR	African Ancestry
SAME1840070	HG02555	female	African Caribbean	AFR	African Ancestry
SAME1839832	HG02562	female	Gambian Mandinka	AFR	African Ancestry
SAME1840075	HG02554	male	African Caribbean	AFR	African Ancestry
SAME1839414	HG02586	female	Gambian Mandinka	AFR	African Ancestry
SAME1840293	HG02601	female	Punjabi	SAS	South Asian Ancestry
SAME1839838	HG02561	male	Gambian Mandinka	AFR	African Ancestry
SAME1840390	HG02613	male	Gambian Mandinka	AFR	African Ancestry
SAME1839081	HG02345	female	Peruvian	AMR	American Ancestry
SAME1840191	HG02620	male	Gambian Mandinka	AFR	African Ancestry
SAME1840125	HG02364	male	Dai Chinese	EAS	East Asian Ancestry
SAME1840180	HG02371	male	Dai Chinese	EAS	East Asian Ancestry
SAME1839150	HG02511	female	African Caribbean	AFR	African Ancestry
SAME1839852	HG02649	female	Punjabi	SAS	South Asian Ancestry
SAME1840322	HG02523	female	Kinh Vietnamese	EAS	East Asian Ancestry
SAME1839544	HG02651	male	Punjabi	SAS	South Asian Ancestry
SAME1839973	HG02465	female	Gambian Mandinka	AFR	African Ancestry
SAME1839607	HG02656	male	Punjabi	SAS	South Asian Ancestry
SAME1839710	HG02477	female	African Caribbean	AFR	African Ancestry
SAME1839231	HG02769	female	Gambian Mandinka	AFR	African Ancestry
SAME1840019	HG02383	male	Dai Chinese	EAS	East Asian Ancestry
SAME1839045	HG02771	male	Gambian Mandinka	AFR	African Ancestry
SAME1839997	HG02388	male	Dai Chinese	EAS	East Asian Ancestry
SAME1839788	HG02390	male	Dai Chinese	EAS	East Asian Ancestry
SAME1839162	HG02783	male	Punjabi,Punjabi	SAS	South Asia (SGDP),South Asian Ancestry
SAME1839754	HG02395	male	Dai Chinese	EAS	East Asian Ancestry
SAME1839446	HG02321	female	African Caribbean	AFR	African Ancestry
SAME1839938	HG02891	female	Gambian Mandinka	AFR	African Ancestry
SAME1839384	HG02667	female	Gambian Mandinka	AFR	African Ancestry
SAME1839916	HG02896	female	Gambian Mandinka	AFR	African Ancestry
SAME1839471	HG02679	female	Gambian Mandinka	AFR	African Ancestry
SAME1839436	HG02923	male	Esan	AFR	African Ancestry
SAME1839304	HG02681	male	Punjabi	SAS	South Asian Ancestry
SAME1839277	HG02686	male	Punjabi	SAS	South Asian Ancestry
SAME1839874	HG02733	male	Punjabi	SAS	South Asian Ancestry
SAME1840230	HG02629	female	Gambian Mandinka	AFR	African Ancestry
SAME1839451	HG02757	female	Gambian Mandinka	AFR	African Ancestry
SAME1839785	HG02643	female	Gambian Mandinka	AFR	African Ancestry
SAME1839751	HG02648	male	Punjabi	SAS	South Asian Ancestry
SAME1839418	HG02585	male	Gambian Mandinka	AFR	African Ancestry
SAME1840345	HG02790	female	Punjabi,Punjabi	SAS	South Asia (SGDP),South Asian Ancestry
SAME1839199	HG02597	male	Punjabi	SAS	South Asian Ancestry
SAME1839413	HG02839	male	Gambian Mandinka	AFR	African Ancestry
SAME1840302	HG02600	male	Punjabi	SAS	South Asian Ancestry
SAME1840277	HG02605	female	Punjabi	SAS	South Asian Ancestry
SAME1839132	HG02860	male	Gambian Mandinka	AFR	African Ancestry
SAME1840259	HG02624	female	Gambian Mandinka	AFR	African Ancestry
SAME1839749	HG02721	male	Gambian Mandinka	AFR	African Ancestry
SAME1839857	HG02737	female	Punjabi	SAS	South Asian Ancestry
SAME1839732	HG02726	female	Punjabi	SAS	South Asian Ancestry
SAME1839454	HG02756	male	Gambian Mandinka	AFR	African Ancestry
SAME1840069	HG02808	female	Gambian Mandinka	AFR	African Ancestry
SAME1839254	HG02763	female	Gambian Mandinka	AFR	African Ancestry
SAME1839854	HG02810	male	Gambian Mandinka	AFR	African Ancestry
SAME1839526	HG02655	female	Punjabi	SAS	South Asian Ancestry
SAME1839061	HG02947	male	Esan	AFR	African Ancestry
SAME1839662	HG02662	female	Punjabi	SAS	South Asian Ancestry
SAME1839567	HG02573	male	Gambian Mandinka	AFR	African Ancestry
SAME1839366	HG02580	female	African Caribbean	AFR	African Ancestry
SAME1840161	HG02884	male	Gambian Mandinka	AFR	African Ancestry
SAME1839137	HG02698	male	Punjabi	SAS	South Asian Ancestry
SAME1839725	HG03027	male	Gambian Mandinka	AFR	African Ancestry
SAME1839737	HG02725	female	Punjabi	SAS	South Asian Ancestry
SAME1839593	HG03039	male	Gambian Mandinka	AFR	African Ancestry
SAME1840221	HG02977	male	Esan	AFR	African Ancestry
SAME1839639	HG03046	female	Gambian Mandinka	AFR	African Ancestry
SAME1840360	HG03091	female	Mende	AFR	African Ancestry
SAME1840245	HG03007	female	Bengali,Bengali	SAS	South Asia (SGDP),South Asian Ancestry
SAME1840126	HG03096	male	Mende	AFR	African Ancestry
SAME1840139	HG02888	female	Gambian Mandinka	AFR	African Ancestry
SAME1839947	HG02890	male	Gambian Mandinka	AFR	African Ancestry
SAME1839765	HG03109	male	Esan	AFR	African Ancestry
SAME1839918	HG02895	male	Gambian Mandinka	AFR	African Ancestry
SAME1839663	HG03123	female	Esan	AFR	African Ancestry
SAME1839441	HG02922	female	Esan	AFR	African Ancestry
SAME1839365	HG03130	male	Esan	AFR	African Ancestry
SAME1839096	HG02941	male	Esan	AFR	African Ancestry
SAME1839385	HG03135	female	Esan	AFR	African Ancestry
SAME1840288	HG02787	female	Punjabi	SAS	South Asian Ancestry
SAME1839442	HG03058	female	Mende	AFR	African Ancestry
SAME1840384	HG02799	female	Gambian Mandinka	AFR	African Ancestry
SAME1839211	HG03060	male	Mende	AFR	African Ancestry
SAME1839475	HG02840	female	Gambian Mandinka	AFR	African Ancestry
SAME1839940	HG03015	male	Punjabi	SAS	South Asian Ancestry
SAME1839346	HG02852	female	Gambian Mandinka	AFR	African Ancestry
SAME1839795	HG03022	female	Punjabi	SAS	South Asian Ancestry
SAME1839235	HG02768	male	Gambian Mandinka	AFR	African Ancestry
SAME1839092	HG03159	female	Esan	AFR	African Ancestry
SAME1839022	HG02775	female	Punjabi	SAS	South Asian Ancestry
SAME1839127	HG03166	male	Esan	AFR	African Ancestry
SAME1840060	HG03019	female	Punjabi	SAS	South Asian Ancestry
SAME1840246	HG02973	male	Esan	AFR	African Ancestry
SAME1839789	HG03021	male	Punjabi	SAS	South Asian Ancestry
SAME1840073	HG02807	male	Gambian Mandinka	AFR	African Ancestry
SAME1839884	HG03111	female	Esan	AFR	African Ancestry
SAME1839837	HG02814	female	Gambian Mandinka	AFR	African Ancestry
SAME1839804	HG02819	male	Gambian Mandinka	AFR	African Ancestry
SAME1839016	HG03072	male	Mende	AFR	African Ancestry
SAME1839068	HG02946	female	Esan	AFR	African Ancestry
SAME1839044	HG03077	male	Mende	AFR	African Ancestry
SAME1840271	HG02953	male	Esan	AFR	African Ancestry
SAME1840324	HG03084	male	Mende	AFR	African Ancestry
SAME1839399	HG03212	female	Mende	AFR	African Ancestry
SAME1839455	HG03224	male	Mende	AFR	African Ancestry
SAME1839234	HG03229	female	Punjabi	SAS	South Asian Ancestry
SAME1839551	HG03209	male	Mende	AFR	African Ancestry
SAME1839232	HG03228	male	Punjabi	SAS	South Asian Ancestry
SAME1839360	HG03235	female	Punjabi	SAS	South Asian Ancestry
SAME1839130	HG03419	female	Mende	AFR	African Ancestry
SAME1840374	HG03095	female	Mende	AFR	African Ancestry
SAME1840110	HG03433	male	Mende	AFR	African Ancestry
SAME1840022	HG03103	male	Esan	AFR	African Ancestry
SAME1839760	HG03108	female	Esan	AFR	African Ancestry
SAME1839903	HG03298	male	Esan	AFR	African Ancestry
SAME1839472	HG03301	male	Esan	AFR	African Ancestry
SAME1840392	HG03172	male	Esan	AFR	African Ancestry
SAME1840226	HG03189	female	Esan	AFR	African Ancestry
SAME1839213	HG03313	male	Esan	AFR	African Ancestry
SAME1839921	HG03196	male	Esan	AFR	African Ancestry
SAME1840231	HG03351	female	Esan	AFR	African Ancestry
SAME1839957	HG03363	female	Esan	AFR	African Ancestry
SAME1839611	HG03040	female	Gambian Mandinka	AFR	African Ancestry
SAME1839635	HG03045	male	Gambian Mandinka	AFR	African Ancestry
SAME1839800	HG03370	male	Esan	AFR	African Ancestry
SAME1839496	HG03052	female	Mende	AFR	African Ancestry
SAME1840088	HG03267	female	Esan	AFR	African Ancestry
SAME1839434	HG03057	male	Mende	AFR	African Ancestry
SAME1839972	HG03279	female	Esan	AFR	African Ancestry
SAME1839228	HG03064	female	Mende	AFR	African Ancestry
SAME1839468	HG03139	male	Esan	AFR	African Ancestry
SAME1839580	HG03382	male	Mende	AFR	African Ancestry
SAME1839648	HG03394	male	Mende	AFR	African Ancestry
SAME1839192	HG03160	male	Esan	AFR	African Ancestry
SAME1839686	HG03127	male	Esan	AFR	African Ancestry
SAME1839812	HG03115	male	Esan	AFR	African Ancestry
SAME1839340	HG03069	male	Mende	AFR	African Ancestry
SAME1840014	HG03539	female	Gambian Mandinka	AFR	African Ancestry
SAME1839038	HG03076	female	Mende	AFR	African Ancestry
SAME1839561	HG03558	female	Mende	AFR	African Ancestry
SAME1840338	HG03088	female	Mende	AFR	African Ancestry
SAME1839430	HG03565	male	Mende	AFR	African Ancestry
SAME1839827	HG03464	female	Mende	AFR	African Ancestry
SAME1839174	HG03247	female	Gambian Mandinka	AFR	African Ancestry
SAME1839850	HG03469	male	Mende	AFR	African Ancestry
SAME1840303	HG03259	female	Gambian Mandinka	AFR	African Ancestry
SAME1839923	HG03449	female	Mende	AFR	African Ancestry
SAME1839702	HG03476	female	Mende	AFR	African Ancestry
SAME1840043	HG03451	male	Mende	AFR	African Ancestry
SAME1839463	HG03572	female	Mende	AFR	African Ancestry
SAME1839242	HG03577	male	Mende	AFR	African Ancestry
SAME1839299	HG03401	female	Mende	AFR	African Ancestry
SAME1839290	HG03584	female	Mende	AFR	African Ancestry
SAME1840107	HG03432	male	Mende	AFR	African Ancestry
SAME1839311	HG03589	female	Bengali	SAS	South Asian Ancestry
SAME1840123	HG03437	female	Mende	AFR	African Ancestry
SAME1839900	HG03297	female	Esan	AFR	African Ancestry
SAME1840236	HG03604	female	Bengali	SAS	South Asian Ancestry
SAME1839467	HG03300	female	Esan	AFR	African Ancestry
SAME1839996	HG03445	male	Mende	AFR	African Ancestry
SAME1840046	HG03452	female	Mende	AFR	African Ancestry
SAME1839781	HG03457	male	Mende	AFR	African Ancestry
SAME1840354	HG03343	male	Esan	AFR	African Ancestry
SAME1839627	HG03642	female	Tamil	SAS	South Asian Ancestry
SAME1840068	HG03367	male	Esan	AFR	African Ancestry
SAME1840154	HG03515	male	Esan	AFR	African Ancestry
SAME1839486	HG03488	female	Punjabi	SAS	South Asian Ancestry
SAME1839670	HG03470	female	Mende	AFR	African Ancestry
SAME1839259	HG03490	male	Punjabi	SAS	South Asian Ancestry
SAME1839929	HG03611	female	Bengali	SAS	South Asian Ancestry
SAME1840083	HG03280	male	Esan	AFR	African Ancestry
SAME1839955	HG03616	female	Bengali	SAS	South Asian Ancestry
SAME1840371	HG03692	female	Tamil	SAS	South Asian Ancestry
SAME1840137	HG03697	male	Tamil	SAS	South Asian Ancestry
SAME1840007	HG03538	male	Gambian Mandinka	AFR	African Ancestry
SAME1840051	HG03705	male	Punjabi	SAS	South Asian Ancestry
SAME1839141	HG03767	male	Punjabi	SAS	South Asian Ancestry
SAME1839556	HG03557	female	Mende	AFR	African Ancestry
SAME1840408	HG03774	female	Telugu	SAS	South Asian Ancestry
SAME1840351	HG03779	male	Telugu	SAS	South Asian Ancestry
SAME1839575	HG03634	female	Punjabi	SAS	South Asian Ancestry
SAME1840117	HG03781	female	Telugu	SAS	South Asian Ancestry
SAME1839309	HG03750	male	Tamil	SAS	South Asian Ancestry
SAME1839074	HG03755	male	Tamil	SAS	South Asian Ancestry
SAME1839643	HG03646	male	Tamil	SAS	South Asian Ancestry
SAME1839119	HG03762	female	Punjabi	SAS	South Asian Ancestry
SAME1839701	HG03729	male	Telugu	SAS	South Asian Ancestry
SAME1839458	HG03571	male	Mende	AFR	African Ancestry
SAME1839372	HG03731	female	Telugu	SAS	South Asian Ancestry
SAME1839389	HG03736	female	Tamil	SAS	South Asian Ancestry
SAME1839283	HG03583	female	Mende	AFR	African Ancestry
SAME1839261	HG03743	male	Tamil	SAS	South Asian Ancestry
SAME1839219	HG03499	female	Esan	AFR	African Ancestry
SAME1839030	HG03673	female	Tamil	SAS	South Asian Ancestry
SAME1840150	HG03514	female	Esan	AFR	African Ancestry
SAME1840311	HG03680	male	Tamil	SAS	South Asian Ancestry
SAME1840333	HG03685	male	Tamil	SAS	South Asian Ancestry
SAME1840190	HG03521	male	Esan	AFR	African Ancestry
SAME1840218	HG03786	male	Telugu	SAS	South Asian Ancestry
SAME1839508	HG03653	female	Punjabi	SAS	South Asian Ancestry
SAME1839915	HG03793	female	Bengali	SAS	South Asian Ancestry
SAME1839218	HG03660	male	Punjabi	SAS	South Asian Ancestry
SAME1839020	HG03672	male	Tamil	SAS	South Asian Ancestry
SAME1839185	HG03595	female	Bengali	SAS	South Asian Ancestry
SAME1839831	HG03717	female	Telugu	SAS	South Asian Ancestry
SAME1840229	HG03603	male	Bengali	SAS	South Asian Ancestry
SAME1840329	HG03684	female	Tamil	SAS	South Asian Ancestry
SAME1839885	HG03894	female	Tamil	SAS	South Asian Ancestry
SAME1840268	HG03689	female	Tamil	SAS	South Asian Ancestry
SAME1839814	HG03899	male	Tamil	SAS	South Asian Ancestry
SAME1840366	HG03691	male	Tamil	SAS	South Asian Ancestry
SAME1839484	HG03902	male	Bengali	SAS	South Asian Ancestry
SAME1839951	HG03615	male	Bengali	SAS	South Asian Ancestry
SAME1839517	HG03907	female	Bengali	SAS	South Asian Ancestry
SAME1839353	HG03832	female	Bengali	SAS	South Asian Ancestry
SAME1839291	HG03837	male	Tamil	SAS	South Asian Ancestry
SAME1840406	HG03773	male	Telugu	SAS	South Asian Ancestry
SAME1839166	HG03844	male	Tamil	SAS	South Asian Ancestry
SAME1840344	HG03778	male	Telugu	SAS	South Asian Ancestry
SAME1839190	HG03849	female	Tamil	SAS	South Asian Ancestry
SAME1840112	HG03780	female	Telugu	SAS	South Asian Ancestry
SAME1840082	HG03969	male	Telugu	SAS	South Asian Ancestry
SAME1839426	HG03817	female	Bengali	SAS	South Asian Ancestry
SAME1839718	HG03971	male	Telugu	SAS	South Asian Ancestry
SAME1839459	HG03824	male	Bengali	SAS	South Asian Ancestry
SAME1839739	HG03976	male	Telugu	SAS	South Asian Ancestry
SAME1839241	HG03829	female	Bengali	SAS	South Asian Ancestry
SAME1839637	HG03990	male	Tamil	SAS	South Asian Ancestry
SAME1839780	HG03709	female	Punjabi	SAS	South Asian Ancestry
SAME1840196	HG03870	male	Telugu	SAS	South Asian Ancestry
SAME1839894	HG03711	male	Tamil	SAS	South Asian Ancestry
SAME1839965	HG03875	male	Telugu	SAS	South Asian Ancestry
SAME1839825	HG03716	male	Telugu	SAS	South Asian Ancestry
SAME1839999	HG03882	female	Telugu	SAS	South Asian Ancestry
SAME1840212	HG03785	male	Telugu	SAS	South Asian Ancestry
SAME1840028	HG03887	male	Tamil	SAS	South Asian Ancestry
SAME1839912	HG03792	male	Telugu	SAS	South Asian Ancestry
SAME1840272	HG03851	male	Tamil	SAS	South Asian Ancestry
SAME1840291	HG03856	male	Tamil	SAS	South Asian Ancestry
SAME1839595	HG03800	male	Bengali	SAS	South Asian Ancestry
SAME1840162	HG03863	female	Telugu	SAS	South Asian Ancestry
SAME1839540	HG03805	female	Bengali	SAS	South Asian Ancestry
SAME1840097	HG03868	female	Telugu	SAS	South Asian Ancestry
SAME1839405	HG03812	male	Bengali	SAS	South Asian Ancestry
SAME1839224	HG03914	male	Bengali	SAS	South Asian Ancestry
SAME1840135	HG03696	male	Tamil	SAS	South Asian Ancestry
SAME1839329	HG03919	female	Bengali	SAS	South Asian Ancestry
SAME1839033	HG03926	male	Bengali	SAS	South Asian Ancestry
SAME1839073	HG03754	female	Tamil	SAS	South Asian Ancestry
SAME1840346	HG03940	female	Bengali	SAS	South Asian Ancestry
SAME1840369	HG03945	female	Tamil	SAS	South Asian Ancestry
SAME1839369	HG03730	female	Telugu	SAS	South Asian Ancestry
SAME1839255	HG03742	male	Telugu	SAS	South Asian Ancestry
